CUCE,Entidad,Tipo de Contratación,Modalidad,Objeto de Contratación,Estado,Subasta,Fecha Presentación,Fecha Publicación,Archivos,Formularios,Persona contacto,Fecha Adjudicación / Desierta,Departamento,Normativa
21-0291-07-1116477-1-1,Administradora Boliviana De Carreteras - Regional Santa Cruz,Consultoria,ANPE,Supervision De Los Trabajos De Conservación Vial Del Tramo Sc06 Valle Grande - Ipita / Vallegrande - Puente Santa Rosa,Contratado,False,2021-03-05,2021-03-01,"['Documento Base de Contratacion', 'Convocatoria', 'Res. de Adjudicacion (nota)', 'Informe de la Comision/Responsable de Evaluacion', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 500']",Julio Andres Quiroga Rios (Telf: 3547031),,,NB-SABS (D.S.0181)
21-0340-00-1116187-1-1,Servicio General De Identificacion Personal,Servicios Generales,ANPP,Servicio De Internet Corporativo Y Doméstico - Gestión 2021,Contratado,False,2021-03-12,2021-03-01,"['Convocatoria', 'Documento Base de Contratacion', 'Acta Reunion de Aclaracion', 'Acta de Apertura', 'Res. de Adjudicacion (nota)', 'Informe de la Comision/Responsable de Evaluacion', 'Contrato/Orden de Compra/Orden de Servicio', 'Contrato modificatorio/Orden de cambio/Otro que respalde modificación de fecha']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 250', 'FORM 500']",Maria Isabel Ortiz Reyes (Telf: 2117405 - 2141370),,La Paz,NB-SABS (D.S.0181)
21-1604-00-1116254-1-1,Gobierno Autonomo Municipal De Yacuiba,Servicios Generales,ANPP,Servicio De Transporte Escolar Nucleo Educativo Caiza J. 1 Gestión 2021,Contratado,False,2021-03-11,2021-03-01,"['Documento Base de Contratacion', 'Convocatoria', 'Acta Reunion de Aclaracion', 'Acta de Apertura', 'Informe de la Comision/Responsable de Evaluacion', 'Res. de Adjudicacion (nota)', 'Solicitud habilitación FORM-170 (requerido)', 'Informe de la Comision/Responsable de Evaluacion']","['FORM 100', 'FORM 170', 'FORM 170', 'FORM 200', 'FORM 500']",Adalid Vargas Escalera (Telf: 6822021 / 6822206),,Tarija,NB-SABS (D.S.0181)
21-1604-00-1116191-1-1,Gobierno Autonomo Municipal De Yacuiba,Servicios Generales,ANPP,Servicio De Transporte Escolar Nucleo Educativo Palmar Grande Gestión 2021,Contratado,False,2021-03-11,2021-03-01,"['Convocatoria', 'Documento Base de Contratacion', 'Acta Reunion de Aclaracion', 'Acta de Apertura', 'Informe de la Comision/Responsable de Evaluacion', 'Res. de Adjudicacion (nota)', 'Contrato/Orden de Compra/Orden de Servicio', 'Contrato/Orden de Compra/Orden de Servicio']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 500']",Adalid Vargas Escalera (Telf: 6822021 / 6822206),,Tarija,NB-SABS (D.S.0181)
21-1604-00-1116239-1-1,Gobierno Autonomo Municipal De Yacuiba,Servicios Generales,ANPP,Servicio De Transporte Escolar Nucleo Educativo Yaguacua 2 Gestión 2021,Contratado,False,2021-03-11,2021-03-01,"['Convocatoria', 'Documento Base de Contratacion', 'Acta Reunion de Aclaracion', 'Acta de Apertura', 'Informe de la Comision/Responsable de Evaluacion', 'Res. de Adjudicacion (nota)', 'Contrato/Orden de Compra/Orden de Servicio', 'Contrato/Orden de Compra/Orden de Servicio']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 500']",Adalid Vargas Escalera (Telf: 6822021 / 6822206),,Tarija,NB-SABS (D.S.0181)
21-1604-00-1116225-1-1,Gobierno Autonomo Municipal De Yacuiba,Servicios Generales,ANPP,Servicio De Transporte Escolar Nucleo Educativo Yaguacua 1 Gestión 2021,Contratado,False,2021-03-11,2021-03-01,"['Documento Base de Contratacion', 'Convocatoria', 'Acta Reunion de Aclaracion', 'Acta de Apertura', 'Res. de Adjudicacion (nota)', 'Informe de la Comision/Responsable de Evaluacion', 'Contrato/Orden de Compra/Orden de Servicio', 'Contrato/Orden de Compra/Orden de Servicio']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 500']",Adalid Vargas Escalera (Telf: 6822021 / 6822206),,Tarija,NB-SABS (D.S.0181)
21-1507-00-1109982-2-1,Gobierno Autonomo Municipal De Llallagua,Servicios Generales,ANPP,Transporte Escolar Ayllu Chullpa Gestion 2021,Desierto,False,2021-03-11,2021-03-01,"['Documento Base de Contratacion', 'Convocatoria', 'Res. de Desierta (nota)', 'Informe de la Comision/Responsable de Evaluacion', 'Informe de la Comision/Responsable de Evaluacion']","['FORM 100', 'FORM 170']",Jimmy Roy Martinez Calizaya (Telf: 5822817),,Potosi,NB-SABS (D.S.0181)
21-1604-00-1116108-1-1,Gobierno Autonomo Municipal De Yacuiba,Servicios Generales,ANPP,Servicio De Transporte Escolar Nucleo Educativo 6 De Junio  Gestion 2021,Contratado,False,2021-03-11,2021-03-01,"['Documento Base de Contratacion', 'Convocatoria', 'Acta Reunion de Aclaracion', 'Acta de Apertura', 'Res. de Adjudicacion (nota)', 'Informe de la Comision/Responsable de Evaluacion', 'Contrato/Orden de Compra/Orden de Servicio', 'Contrato/Orden de Compra/Orden de Servicio']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 500']",Oscar Guido Quisbert  (Telf: 6822021 / 6822206),,Tarija,NB-SABS (D.S.0181)
21-1335-00-1088914-2-1,Gobierno Autonomo Municipal De Puerto Villarroel,Bienes,ANPP,Provision De Tuberia Pvc E-40 Tipo Campana Y Accesorios Fg Sist. Agua Potable Poblacion Ayopaya-Central Ayopaya,Desierto,True,2021-03-11,2021-03-01,"['Convocatoria', 'Documento Base de Contratacion', 'Informe de la Comision/Responsable de Evaluacion', 'Res. de Desierta (nota)']","['FORM 100', 'FORM 170']",Ander Cespedes Zurita (Telf: 44136281),,Cochabamba,NB-SABS (D.S.0181)
21-0650-03-1116406-1-1,Camara De Diputados,Servicios Generales,ANPP,Servicio De Limpieza ? Gestión 2021,Contratado,False,2021-03-11,2021-03-01,"['Documento Base de Contratacion', 'Convocatoria', 'Informe de la Comision/Responsable de Evaluacion', 'Res. de Adjudicacion (nota)', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 500']",Bernardo Santos Carrillo (Telf: 214 4724 - 214 4725),,La Paz,NB-SABS (D.S.0181)
