CUCE,Entidad,Tipo de Contratación,Modalidad,Objeto de Contratación,Estado,Subasta,Fecha Presentación,Fecha Publicación,Archivos,Formularios,Persona contacto,Fecha Adjudicación / Desierta,Departamento,Normativa
20-1401-00-1039410-1-1,Gobierno Autonomo Municipal De Oruro,Bienes,LP,Compra De Insumos Medicos,Adjudicado,,2020-05-25,2020-05-01,['ConvocatoriaDocumento Base de ContratacionResolucion de aprobacion del DBCRes. de Adjudicacion (nota)Informe de la Comision/Responsable de Evaluacion'],"['FORM 100', 'FORM 120', 'FORM 170']",Willy Alfredo Flores Davalos (Telf: 25251624),2020-05-27,Oruro,NB-SABS (D.S.0181)
20-1801-00-1039409-0-E,Gobierno Autonomo Municipal De Santisima Trinidad,Bienes,CM,"Adquisicion De Insecticida 1er Semestre Para La Campaña De Fumigacion Espacial En Prevencion De Dengue, Chikungunya Y Zika",Contratado,,,2020-05-01,['Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioInformeActa o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']","Eulis Cuellar Cardona (Telf: 4621477, 4621322)",2020-04-20,Beni,NB-SABS (D.S.0181)
20-1221-00-1039388-0-E,Gobierno Autonomo Municipal De Colquiri,Bienes,CD,"Prevencion Control Y Atencion Del Coronavirus (Adquisicion De Insumos De Bioseguridad, Limpieza Y Desinfeccion)",Contratado,,,2020-05-01,['Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Omar Fernando Roman Fernandez (Telf: 71554270),2020-04-27,La Paz,NB-SABS (D.S.0181)
20-1266-00-1039324-0-E,Gobierno Autonomo Municipal De Coripata,Bienes,CD,(Prevencion Control Y Atencion Del Corona Virus - Adquisicion De Insumos E Instrumental Medico Y Equipos Para La Sala De Aislamiento De Enfermos Del Covid - 19),Contratado,,,2020-05-02,['Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Marivel Paco Quispe (Telf: 2896150),2020-04-13,La Paz,NB-SABS (D.S.0181)
20-0513-00-1039144-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Servicios Generales,OF,Contratacion Por Emergencia Del Servicio De Transporte Para El Complejo De Fraccionamiento Y Licuefacciã???Ã???N De Gas Natural Rã???Ã??Ã?ÂO Grande,Contratado,,,2020-05-03,['Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)'],['FORM 400'],Victor Hugo Ferrel Zarate (Telf: 2358802),2020-04-06,La Paz,Otra Normativa especifica
20-1402-00-1021805-1-4,Gobierno Autonomo Municipal De Caracollo,Bienes,LP,Alimentacion Complementaria Escolar,Adjudicado,,2020-05-25,2020-05-03,['Documento Base de ContratacionConvocatoriaResolucion de aprobacion del DBCEnmiendasRes. de Adjudicacion (nota)Informe de la Comision/Responsable de Evaluacion'],"['FORM 100', 'FORM 120', 'FORM 170']",Rene Freddy Nina Antonio (Telf: 25290005),2020-05-27,Oruro,NB-SABS (D.S.0181)
20-1801-00-1039419-0-E,Gobierno Autonomo Municipal De Santisima Trinidad,Bienes,EM,Adquisicion De Fideo Para La Implementacion De La Canasta Solidaria,Contratado,,,2020-05-03,['Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']","Elvira Magdalena Da Silva Suarez (Telf: 4621477, 4621322)",2020-04-07,Beni,NB-SABS (D.S.0181)
20-1306-00-1039427-0-E,Gobierno Autonomo Municipal De Colcapirhua,Servicios Generales,CM,Contratacion Servicio De Mantenimiento Y Reparaccion De Sillas Unipersonales U.E Daniel Salamanca Y Pupitres Bipersonales U.E Jusus Lara,Contratado,,,2020-05-04,['Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Fabian  Garcia Nunez (Telf: 4269985),2020-04-14,Cochabamba,NB-SABS (D.S.0181)
19-906-23-1039426-0-E,Banco De Sangre De Referencia Departamental De Tarija,Bienes,CM,Por La Adquisición De El Reactivo Elisa Hbsag Cantidad 6 Kits,Contratado,,,2020-05-04,['Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Ilsen Liliana Burgoa Garvizu (Telf: 6664295),2019-11-05,Tarija,NB-SABS (D.S.0181)
20-1301-00-1039422-0-E,Gobierno Autonomo Municipal De Cochabamba,Bienes,CM,Adquisicion De Detergente En Polvo Para Los Centros De Salud De La Red Cercado,Contratado,,,2020-05-04,['Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Hamel Let Jacinto Ossa Lozada (Telf: 4258103- 4425810-4258030),2020-03-25,Cochabamba,NB-SABS (D.S.0181)
