CUCE,Entidad,Tipo de Contratación,Modalidad,Objeto de Contratación,Estado,Subasta,Fecha Presentación,Fecha Publicación,Archivos,Formularios,Persona contacto,Fecha Adjudicación / Desierta,Departamento,Normativa
21-0015-15-1159802-1-1,"Direccion De Apoyo A La Prevencion Del Consumo De Drogas, Control De Trafico Ilicito De Sustancias Controladas Y Coca Excedentaria - Diprevcon",Servicios Generales,ANPE,Servicio De Alimentación Para El Xviii Curso De Guías De Canes Detectores De Droga Para Varones,Cancelado,False,2021-09-08,2021-09-01,"['Convocatoria', 'Documento Base de Contratacion', 'Informe de la Comision/Responsable de Evaluacion', 'Res. de Adjudicacion (nota)', 'Solicitud habilitación FORM-170 (requerido)', 'Resolucion/Documento de Cancelacion']","['FORM 100', 'FORM 170', 'FORM 100-E']",Paola Milenka Pérez Murillo (Telf: 2211337),,La Paz,NB-SABS (D.S.0181)
21-0418-03-1159633-1-1,Caja Petrolera De Salud Departamental Cochabamba,Bienes,CM,Adquisicion Material E Insumos Para Esterilizacion Vapor,Anulado desde la convocatoria,False,2021-09-06,2021-09-01,"['Declaración Jurada del Proveedor', 'Oferta del Proveedor Identificado', 'Resolucion de Anulación']","['FORM 110', 'FORM 220']",Karen Daniela Maida Barron (Telf: 44228260),,Cochabamba,NB-SABS (D.S.0181)
21-1406-00-1157856-1-2,Gobierno Autonomo Municipal De Huanuni (Villa Huanuni),Bienes,CM,Adquisicion De Medicamentos Ley 1152 (Sus) Municipio De Huanuni,Contratado,False,2021-09-06,2021-09-01,"['Declaración Jurada del Proveedor', 'Oferta del Proveedor Identificado', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 110', 'FORM 220', 'FORM 500']",Wlfredo Simeon Tola Canaviri (Telf: 5520585),,Oruro,NB-SABS (D.S.0181)
21-0046-26-1159389-1-1,Instituto Nacional De Laboratorios De Salud Inlasa,Bienes,CM,Adquisición De Kit Para Cuantificación De Endotoxinas Para El Laboratorio De Producción De Inmunoglobulinas,Contratado,False,2021-09-06,2021-09-01,"['Oferta del Proveedor Identificado', 'Declaración Jurada del Proveedor', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 110', 'FORM 220', 'FORM 500']",Luis Mayber Illanes Caqueo (Telf: 2226048),,La Paz,NB-SABS (D.S.0181)
21-0283-14-1159300-1-1,Aduana Nacional Regional Oruro,Bienes,CM,Adquisicion De Material De Escritorio Para La Gerencia Regional Oruro,Contratado,False,2021-09-06,2021-09-01,"['Oferta del Proveedor Identificado', 'Declaración Jurada del Proveedor', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 110', 'FORM 220', 'FORM 500']",Marcela Esther Sanchez Calizaya (Telf: 5274822 - 5274822),,Oruro,NB-SABS (D.S.0181)
21-0046-00-1159667-1-1,Ministerio De Salud Y Deportes,Bienes,CM,Adquisicion De Insecticida Para Regionales De Malaria (Alfacipermetrina) (Primer Ciclo),Anulado desde la convocatoria,False,2021-09-06,2021-09-01,"['Oferta del Proveedor Identificado', 'Declaración Jurada del Proveedor', 'Resolucion de Anulación']","['FORM 110', 'FORM 220']",Hebert Alejandro Vega Bascope (Telf: 2484592),,La Paz,NB-SABS (D.S.0181)
21-0046-26-1159669-1-1,Instituto Nacional De Laboratorios De Salud Inlasa,Bienes,CM,Adquisición De Avena Seca Para El Laboratorio De Producción De Inmunoglobulinas,Contratado,False,2021-09-06,2021-09-01,"['Oferta del Proveedor Identificado', 'Declaración Jurada del Proveedor', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 110', 'FORM 220', 'FORM 500']",Luis Mayber Illanes Caqueo (Telf: 2226048),,La Paz,NB-SABS (D.S.0181)
21-1301-00-1159661-1-1,Gobierno Autonomo Municipal De Cochabamba,Bienes,ANPE,Adquisicion De Reactivos Grupo Sanguineo Y Otros Reactivos De Laboratorios Declarados Desiertos,Contratado,True,2021-09-07,2021-09-01,"['Convocatoria', 'Documento Base de Contratacion', 'Res. de Adjudicacion (nota)', 'Informe de la Comision/Responsable de Evaluacion', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 500']",Hamel Let Jacinto Ossa Lozada (Telf: 4258103- 4425810-4258030),,Cochabamba,NB-SABS (D.S.0181)
21-0046-26-1159673-1-1,Instituto Nacional De Laboratorios De Salud Inlasa,Bienes,CM,Adquisición De Bolsas Dobles De Colecta De Sangre Para El Laboratorio De Producción De Inmunoglobulinas,Contratado,False,2021-09-06,2021-09-01,"['Oferta del Proveedor Identificado', 'Declaración Jurada del Proveedor', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 110', 'FORM 220', 'FORM 500']",Luis Mayber Illanes Caqueo (Telf: 2226048),,La Paz,NB-SABS (D.S.0181)
21-0207-04-1159671-1-1,Agencia Nacional De Hidrocarburos,Servicios Generales,CM,Servicio De Soporte Técnico Software Libre Redhat,Contratado,False,2021-09-06,2021-09-01,"['Oferta del Proveedor Identificado', 'Declaración Jurada del Proveedor', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 110', 'FORM 220', 'FORM 500']",Luis Rolando Chuquimia Choque (Telf: 2614000),,La Paz,NB-SABS (D.S.0181)
