CUCE,Entidad,Tipo de Contratación,Modalidad,Objeto de Contratación,Estado,Subasta,Fecha Presentación,Fecha Publicación,Archivos,Formularios,Persona contacto,Fecha Adjudicación / Desierta,Departamento,Normativa
21-0035-00-1141791-1-1,Ministerio De Economia Y Finanzas Publicas,Servicios Generales,CM,G21-Dm-Ucs- Servicio De Elaboración De Material Promocional (Colores) Con El Logo Institucional Del Mefp,Contratado,False,2021-06-07,2021-06-01,"['Declaración Jurada del Proveedor', 'Oferta del Proveedor Identificado', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 110', 'FORM 220', 'FORM 500']",Leina Marleni Enriquez Beltran (Telf: 2203434),,La Paz,NB-SABS (D.S.0181)
21-1501-00-1133907-2-1,Gobierno Autonomo Municipal De Potosi,Obras,ANPP,Const. Pavimento Rigido Clle. S/N Zona Villa Santiago D-8,Desierto,False,2021-06-14,2021-06-01,"['Documento Base de Contratacion', 'Planos', 'Especificaciones Tecnicas', 'Convocatoria', 'Acta de Apertura', 'Informe de la Comision/Responsable de Evaluacion', 'Res. de Desierta (nota)']","['FORM 100', 'FORM 170']",Erick Roger Peredo Cabrero (Telf: 6223140),,Potosi,NB-SABS (D.S.0181)
21-1312-00-1141684-1-1,Gobierno Autonomo Municipal De Sacaba,Bienes,ANPE,Unidad De Planta De Asfalto (Adquisición De Repuestos Para La Maquinaria Planta De Asfalto Cod. Pa-01),Contratado,True,2021-06-08,2021-06-01,"['Convocatoria', 'Documento Base de Contratacion', 'Acta de Apertura', 'Res. de Adjudicacion (nota)', 'Informe de la Comision/Responsable de Evaluacion', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 500']",Maria Isabel Panozo Orellana De Prado (Telf: 4702301),,Cochabamba,NB-SABS (D.S.0181)
21-0513-00-1118986-2-2,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Bienes,ANPP,Adquisición De Backup De Servidores Hub Satelital (Server Pp Y Server Nms),Contratado,True,2021-06-14,2021-06-01,"['Documento Base de Contratacion', 'Convocatoria', 'Acta Reunion de Aclaracion', 'Acta de Apertura', 'Informe de la Comision/Responsable de Evaluacion', 'Res. de Adjudicacion (nota)', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 500']",Andrea Aydee Jorge Ferrufino (Telf: 2358802),,La Paz,NB-SABS (D.S.0181)
21-1313-00-1141572-1-1,Gobierno Autonomo Municipal De Colomi,Consultoria,ANPE,Contratación De Consultores Individuales De Linea: Odontologo Bus Odontologico; Odontologo C.S. Candelaria; Odontologo C.S. Corani Pampa; Odontologo C.S. Tablas Monte; Odontologo C.S. Paracty - Gestión 2021,Contratado,False,2021-06-08,2021-06-01,"['Convocatoria', 'Documento Base de Contratacion', 'Res. de Adjudicacion (nota)', 'Informe de la Comision/Responsable de Evaluacion', 'Contrato/Orden de Compra/Orden de Servicio', 'Contrato modificatorio/Orden de cambio/Otro que respalde modificación de fecha', 'Contrato modificatorio/Orden de cambio/Otro que respalde modificación de fecha', 'Contrato modificatorio/Orden de cambio/Otro que respalde modificación de fecha']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 250', 'FORM 250', 'FORM 250', 'FORM 250', 'FORM 250', 'FORM 250 1']",Calixtino Lopez . (Telf: 4340640),,Cochabamba,NB-SABS (D.S.0181)
21-1312-00-1138802-2-1,Gobierno Autonomo Municipal De Sacaba,Bienes,ANPE,Servicio De Salud Universal Y Gratuita ? Sus (Adquisición De Medicamentos Para Establecimientos De Salud De 1er Nivel Primera Compra ? Items Desiertos),Contratado,True,2021-06-08,2021-06-01,"['Documento Base de Contratacion', 'Convocatoria', 'Acta de Apertura', 'Acta de Apertura', 'Informe de la Comision/Responsable de Evaluacion', 'Res. de Adjudicacion (nota)', 'Res. de Desierta (nota)', 'Contrato/Orden de Compra/Orden de Servicio']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 500']",Jose Angel Olmos Rojas (Telf: 4702301),,Cochabamba,NB-SABS (D.S.0181)
21-0513-00-1141716-1-1,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Consultoria,ANPE,"Consultoria De Linea: Tecnico De Control De Gestion (1), Udaf-Dror",Contratado,False,2021-06-08,2021-06-01,"['Documento Base de Contratacion', 'Convocatoria', 'Acta de Apertura', 'Resolución/Nota/Documento que autorice la Ampliacion', 'Res. de Adjudicacion (nota)', 'Informe de la Comision/Responsable de Evaluacion', 'Carta de desistimiento/Carta notariada', 'Resolución/Nota/Documento que autorice la Ampliacion']","['FORM 100', 'FORM 100-E', 'FORM 170', 'FORM 180', 'FORM 100-E', 'FORM 170', 'FORM 180', 'FORM 170', 'FORM 200 1']",Jhonny Chugar Vasquez (Telf: 2358802),,La Paz,NB-SABS (D.S.0181)
21-0905-06-1141679-1-1,Servicio Departamental De Caminos - Potosi,Obras,ANPP,Construcción De Cunetas Sub Tramo 3-B Proyecto Construcción Camino Cruce Sigllani ? Ckochas,Anulado desde la convocatoria,False,2021-06-14,2021-06-01,"['Convocatoria', 'Especificaciones Tecnicas', 'Documento Base de Contratacion', 'Resolucion/Documento de Anulacion']","['FORM 100', 'FORM 100-E']",Danitza Miriam Melo Coronado (Telf: 6222061),,Potosi,NB-SABS (D.S.0181)
21-0417-04-1141671-1-1,Caja Nacional De Salud Regional Cochabamba,Bienes,ANPE,"Igg, Iga, Igm Por Inmunodifusion",Contratado,True,2021-06-08,2021-06-01,"['Convocatoria', 'Documento Base de Contratacion', 'Informe de la Comision/Responsable de Evaluacion', 'Res. de Adjudicacion (nota)', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva', 'Acta o informe de recepcion definitiva']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 500']",Danilo Rodriguez Yugar (Telf: 4234378),,Cochabamba,NB-SABS (D.S.0181)
21-0417-04-1141722-1-1,Caja Nacional De Salud Regional Cochabamba,Bienes,ANPE,Form. Dm-301 Receta Medica Negra,Contratado,True,2021-06-08,2021-06-01,"['Documento Base de Contratacion', 'Convocatoria', 'Acta de Apertura', 'Res. de Adjudicacion (nota)', 'Informe de la Comision/Responsable de Evaluacion', 'Convocatoria a Ampliacion', 'Resolución/Nota/Documento que autorice la Ampliacion', 'Solicitud habilitación FORM-170 (requerido)']","['FORM 100', 'FORM 170', 'FORM 100-E', 'FORM 170', 'FORM 200', 'FORM 500']",Oscar Dennis Sanchez Antezana (Telf: 4234378),,Cochabamba,NB-SABS (D.S.0181)
