CUCE,Entidad,Tipo de Contratación,Modalidad,Objeto de Contratación,Estado,Subasta,Fecha Presentación,Fecha Publicación,Archivos,Formularios,Persona contacto,Fecha Adjudicación / Desierta,Departamento,Normativa
18-0047-37-875153-0-E,Institucion Publica Desconcentrada Pacu - Ipd-Pacu,Servicios Generales,OF,"Servicios Manuales ""Operador De Produccion De Carne De Pescado",Contratado,False,,2022-07-01,"['Res. de Adjudicacion (nota)', 'Contrato/Orden de Compra/Orden de Servicio', 'Solicitud de Rectificacion', 'Acta o informe de recepcion definitiva']","['Formulario 400 (Erroneo)', 'FORM 400', 'FORM 500']",Wilma Villca Aguirre (Telf: 21225116),,La Paz,Otra Normativa especifica nacional
21-0342-00-1236618-0-E,Agencia Estatal De Vivienda,Consultoria,OF,Proyecto De Vivienda Nueva Autoconstruccion En El Municipio De Yapacani - Fase (Xiv) 2021 - Santa Cruz,Contratado,False,,2022-07-01,"['Contrato/Orden de Compra/Orden de Servicio', 'Res. de Adjudicacion (nota)']",['FORM 400'],Ada Sheyla Hinojosa Balboa (Telf: 2141109),,La Paz,Otra Normativa especifica nacional
22-0015-00-1236193-0-E,Ministerio De Gobierno,Servicios Generales,CD,Servicio De Impresion De Hojas Menbretadas Para Stock De Almacen Central Del Ministerio De Gobierno,Contratado,False,,2022-07-01,"['Res. de Adjudicacion (nota)', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 400', 'FORM 500']",Guido Boris  Ajuacho (Telf: 2440466),,La Paz,NB-SABS (D.S.0181)
22-0015-15-1233941-1-1,"Direccion De Apoyo A La Prevencion Del Consumo De Drogas, Control De Trafico Ilicito De Sustancias Controladas Y Coca Excedentaria - Diprevcon",Bienes,ANPE,Adquisición De Equipo De Seguridad Quimica Industrial Para El Personal Del Departamento Nacional Del Gisuq,Adjudicado,True,2022-07-08,2022-07-01,"['Convocatoria', 'Documento Base de Contratacion', 'Acta de Apertura', 'Informe de la Comision/Responsable de Evaluacion', 'Res. de Adjudicacion (nota)']","['FORM 100', 'FORM 170']",Eva Basagoitia Quispe (Telf: 2211337),,La Paz,NB-SABS (D.S.0181)
22-0015-15-1236897-1-1,"Direccion De Apoyo A La Prevencion Del Consumo De Drogas, Control De Trafico Ilicito De Sustancias Controladas Y Coca Excedentaria - Diprevcon",Bienes,ANPP,Adquisición De Equipos De Computacion Portatil Para El Personal Técnico De La Dirección General De Digprococa Udesy Udestro Correspondiente A La Gestión 2022,En curso,True,2022-07-14,2022-07-01,"['Convocatoria', 'Documento Base de Contratacion']",['FORM 100'],Paola Milenka Perez Murillo (Telf: 2211337),,La Paz,NB-SABS (D.S.0181)
22-0015-15-1236981-1-1,"Direccion De Apoyo A La Prevencion Del Consumo De Drogas, Control De Trafico Ilicito De Sustancias Controladas Y Coca Excedentaria - Diprevcon",Bienes,LP,Adquisicion De Kit Tecnologico De Inspeccion De Vehiculos Y Cargas,En curso,True,2022-07-25,2022-07-01,"['Convocatoria', 'Documento Base de Contratacion', 'Acta Reunion de Aclaracion', 'Enmiendas', 'Resolucion de aprobacion del DBC']","['FORM 100', 'FORM 120']",Andrés Rudy Gomez Mamani (Telf: 2211337),,La Paz,NB-SABS (D.S.0181)
22-0015-15-1237231-1-1,"Direccion De Apoyo A La Prevencion Del Consumo De Drogas, Control De Trafico Ilicito De Sustancias Controladas Y Coca Excedentaria - Diprevcon",Servicios Generales,ANPP,"Servicio De Mantenimiento De Generadores, Motosierras Y Otros Equipos De La Ftc ""Chapare"" Y Ftc ""Yungas"" Dependiente Del Ceo. ""Tte. Gironda"" Gestion 2022.",En curso,True,2022-07-15,2022-07-01,"['Documento Base de Contratacion', 'Convocatoria', 'Acta de Apertura']",['FORM 100'],Andrano Daza Canqui (Telf: 2211337),,La Paz,NB-SABS (D.S.0181)
22-0025-00-1235550-1-1,Ministerio De La Presidencia,Bienes,ANPP,Adquisicion De Equipos Y Materiales Para La Instalacion De Cableado De Señal De Video Hdmi En Instalaciones Del Ministerio De La Presidencia,Desierto,True,2022-07-14,2022-07-01,"['Documento Base de Contratacion', 'Convocatoria', 'Acta de Apertura', 'Informe de la Comision/Responsable de Evaluacion', 'Res. de Desierta (nota)']","['FORM 100', 'FORM 170']",Eleuterio Quispe Mamani (Telf: 2184183),,La Paz,NB-SABS (D.S.0181)
22-0025-00-1238033-0-E,Ministerio De La Presidencia,Servicios Generales,CD,Servicio De Difusión En Medio De Prensa Escrita Ii: Periódico Sureño De Mario Agustín Carreño Rodriguez (Semanario Sureño),Contratado,False,,2022-07-01,"['Contrato/Orden de Compra/Orden de Servicio', 'Res. de Adjudicacion (nota)']",['FORM 400'],Brian Paul Bustillos Garcia (Telf: 2184183),,La Paz,NB-SABS (D.S.0181)
22-0025-00-1238055-0-E,Ministerio De La Presidencia,Servicios Generales,CD,Servicio De Difusion En Medio Radial: Federación Unica De Trabajadores De Pueblos Originarios De Chuquisaca (Radio Chuquisaca),Contratado,False,,2022-07-01,"['Contrato/Orden de Compra/Orden de Servicio', 'Res. de Adjudicacion (nota)']",['FORM 400'],Brian Paul Bustillos Garcia (Telf: 2184183),,La Paz,NB-SABS (D.S.0181)
