CUCE,Entidad,Tipo de Contratación,Modalidad,Objeto de Contratación,Estado,Subasta,Fecha Presentación,Fecha Publicación,Archivos,Formularios,Persona contacto,Fecha Adjudicación / Desierta,Departamento,Normativa
20-1265-00-1078380-1-1,Gobierno Autonomo Municipal De Coroico,Obras,ANPE,Construccion Campo Deportivo Polifuncional Com. Cusilluni,Contratado,False,2020-11-09,2020-11-02,"['Documento Base de Contratacion', 'Convocatoria', 'Planos', 'Res. de Adjudicacion (nota)', 'Informe de la Comision/Responsable de Evaluacion', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 500']",David Guzman Vargas (Telf: 22136228),,La Paz,NB-SABS (D.S.0181)
20-0909-07-1078375-1-2,Servicio Departamental Productivo Amazonico De Asistencia Tecnica Integral Y Promocion De Empleo - Sedepro,Bienes,ANPP,"Adquisición  De Insumos (Alimentos De La Canasta Familiar), Para Distribución En El Municipio De Cobija (Arroz, Azucar Y Aceite)",Contratado,False,2020-11-19,2020-11-02,"['Documento Base de Contratacion', 'Convocatoria', 'Resolucion/Documento de Suspension', 'Resolucion/Documento de Suspension', 'Resolucion/Documento de Reanudacion', 'Resolucion/Documento de Reanudacion', 'Resolucion/Documento de Reanudacion', 'Informe de la Comision/Responsable de Evaluacion']","['FORM 100', 'FORM 100-E', 'FORM RPS', 'FORM 170', 'FORM 200', 'FORM 500']",Henry Tuesta Coral (Telf: 38424318),,Pando,NB-SABS (D.S.0181)
20-3401-00-1078428-1-1,Gobierno Autonomo Indigena Originario Campesino De La Nacion Uru Chipaya,Bienes,ANPP,Adquisicion De Alimentación Complementaria Escolar Viveres E Insumos Para Estudiantes Del Gaioc Uru Chipaya (Covid-19) Gestión 2020,Contratado,False,2020-11-13,2020-11-02,"['Especificaciones Tecnicas', 'Documento Base de Contratacion', 'Convocatoria', 'Res. de Adjudicacion (nota)', 'Informe de la Comision/Responsable de Evaluacion', 'Contrato/Orden de Compra/Orden de Servicio', 'Autorizacion de Excepcion', 'Otra documentacion de respaldo de excepcion']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 900']",Abel Simon Zequeiros Rios (Telf: ),,Oruro,NB-SABS (D.S.0181)
20-0417-09-1078387-1-1,Caja Nacional De Salud - Regional La Paz,Bienes,ANPP,38 Items. Productos Quimicos Farmaceuticos Reactivos Especificos Para Equipos.,Contratado,False,2020-11-13,2020-11-02,"['Documento Base de Contratacion', 'Convocatoria', 'Informe de la Comision/Responsable de Evaluacion', 'Res. de Adjudicacion (nota)', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 500']",Brayan Luis Cabrera Vera (Telf: 2-901777),,La Paz,NB-SABS (D.S.0181)
20-1506-00-1078451-1-1,Gobierno Autonomo Municipal De Chayanta,Bienes,ANPP,Prevención Control Y Atencion Del Coronavirus 'Adqusición De Rayos X',Contratado,False,2020-11-13,2020-11-02,"['Documento Base de Contratacion', 'Convocatoria', 'Res. de Adjudicacion (nota)', 'Informe de la Comision/Responsable de Evaluacion', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 500']",Carlos Chuncho Garcia (Telf: 67902843 - 67902845),,Potosi,NB-SABS (D.S.0181)
20-0417-09-1078452-1-1,Caja Nacional De Salud - Regional La Paz,Bienes,ANPE,39 Items. Utiles Y Materiales Electricos.,Contratado,False,2020-11-09,2020-11-02,"['Documento Base de Contratacion', 'Convocatoria', 'Res. de Adjudicacion (nota)', 'Informe de la Comision/Responsable de Evaluacion', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 500']",Brayan Luis Cabrera Vera (Telf: 2-901777),,La Paz,NB-SABS (D.S.0181)
20-0417-01-1078454-1-1,Caja Nacional De Salud (Regional Tarija),Bienes,CM,"Marcapaso Dddr + Cables De Fijacion Activa Para Beneficiaria Alurralde Calderon Irma, Con Mat. Aseg.: 43-5127-Aci",Contratado,False,2020-11-04,2020-11-02,"['Aceptación de publicación de oferta', 'Oferta del Proveedor Preseleccionado', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 110', 'FORM 220', 'FORM 500']",Julio Cesar Cruz Estrada (Telf: 6642940),,Tarija,NB-SABS (D.S.0181)
20-0417-09-1078455-1-1,Caja Nacional De Salud - Regional La Paz,Bienes,ANPE,8 Items Productos Químicos Y Farmacéuticos.,Contratado,False,2020-11-09,2020-11-02,"['Documento Base de Contratacion', 'Convocatoria', 'Res. de Adjudicacion (nota)', 'Informe de la Comision/Responsable de Evaluacion', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 500']",Brayan Luis Cabrera Vera (Telf: 2-901777),,La Paz,NB-SABS (D.S.0181)
20-0417-01-1078457-1-1,Caja Nacional De Salud (Regional Tarija),Bienes,CM,"Adquisicion De Fotocopiadora, Para Servicios Generales",Desierto,False,2020-11-04,2020-11-02,"['Aceptación de publicación de oferta', 'Oferta del Proveedor Preseleccionado', 'Resolucion/Documento de Declaratoria Desierta']","['FORM 110', 'FORM 220']",Juan Pablo Farfan Flores (Telf: 6642940),,Tarija,NB-SABS (D.S.0181)
20-1510-00-1078456-1-1,Gobierno Autonomo Municipal De Tacobamba,Bienes,ANPP,Adquisicion De Dos Ambulancias Para Red De Salud Tacobamba,Contratado,False,2020-11-13,2020-11-02,"['Documento Base de Contratacion', 'Convocatoria', 'Res. de Adjudicacion (nota)', 'Informe de la Comision/Responsable de Evaluacion', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 500']",Carlos Amezaga Salazar (Telf: 026137188),,Potosi,NB-SABS (D.S.0181)
