CUCE,Entidad,Tipo de Contratación,Modalidad,Objeto de Contratación,Estado,Subasta,Fecha Presentación,Fecha Publicación,Archivos,Formularios,Persona contacto,Fecha Adjudicación / Desierta,Departamento,Normativa
20-0234-00-1042496-0-E,Servicio Geologico Minero - Sergeomin,Servicios Generales,CM,"Servicio De Mantenimiento Y Reparacion De Vehiculos, Maquinaria Y Equipo Para El Servicio Geologico Minero Sergeomin Gestion  2020",Contratado,,,2020-06-01,['Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio'],['FORM 400'],Mirian Cayo Arozamen (Telf: 2330895 - 2331236),2020-02-14,La Paz,NB-SABS (D.S.0181)
19-0132-00-1020479-0-E,Servicio De Desarrollo De Las Empresas Públicas Productivas,Servicios Generales,CD,"Servicio De Transporte Para Traslado De Producto Terminado Y Comercializaciã??????N Para Papelbol, Interciudad, Provincial E Interdepartamental Gestiã??????N 2019 Para La Empresa Publica Productiva Papeles De Bolivia - Papelbol Sedem/Papelbol/Cd/2019-112",Contratado,,,2020-06-01,['Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio'],['FORM 400'],Carlos Fidel Castro Garcia (Telf: 2147001 - 214597),2019-08-01,La Paz,NB-SABS (D.S.0181)
20-0087-00-1037672-0-E,Ministerio De Comunicación,Servicios Generales,CD,Derecho A La Informaciã??N - Abastecimiento Garantizado Coronavirus,Contratado,,,2020-06-01,['Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Robert Aldolfo Szucs Fieber (Telf: 2200402),2020-03-19,La Paz,NB-SABS (D.S.0181)
20-0908-36-1041626-0-E,Hospital Materno Infantil Boliviano Japones,Bienes,CM,"H.M.I.- 329/2020 Adquisición De Insumos Médicos De Bioseguridad, Para El Hospital Materno Infantil Trinidad.",Contratado,,,2020-06-01,['Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Freddy Cuellar Ayala (Telf: 4628915),2020-05-08,Beni,NB-SABS (D.S.0181)
20-1406-00-1042312-0-E,Gobierno Autonomo Municipal De Huanuni (Villa Huanuni),Bienes,CD,"Adquisicion De Sabanas, Almohadas, Gradillas De 2 Peldaã??Os, Biombos Y Veladores",Contratado,,,2020-06-01,['Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Wilfredo Simeon Tola Canaviri (Telf: 5520585),2020-04-15,Oruro,NB-SABS (D.S.0181)
20-1301-00-1042396-0-E,Gobierno Autonomo Municipal De Cochabamba,Bienes,CD,Adquisicion De Material De Limpieza Para Los Centros De Salud De La Red Cercado Covid - 19,Contratado,,,2020-06-01,['Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Hamel Let Jacinto Ossa Lozada (Telf: 4258103- 4425810-4258030),2020-05-12,Cochabamba,NB-SABS (D.S.0181)
20-0087-00-1037673-0-E,Ministerio De Comunicación,Servicios Generales,CD,Derecho A La Informaciã?N - Abastecimiento Garantizado,Contratado,,,2020-06-01,['Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)'],['FORM 400'],Robert Aldolfo Szucs Fieber (Telf: 2200402),2020-03-19,La Paz,NB-SABS (D.S.0181)
20-0016-00-1042397-0-E,Ministerio De Educacion,Bienes,CM,Adquisición De Barbijos Para El Personal Del Ministerio De Educación,Contratado,,,2020-06-01,['Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Nader Salem Mamani (Telf: 2442144   -   2441752),2020-05-07,La Paz,NB-SABS (D.S.0181)
20-0087-00-1037674-0-E,Ministerio De Comunicación,Servicios Generales,CD,Derecho A La Informacion -  Abastecimiento Garantizado Coronavirus,Contratado,,,2020-06-01,['Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)'],['FORM 400'],Robert Aldolfo Szucs Fieber (Telf: 2200402),2020-03-19,La Paz,NB-SABS (D.S.0181)
20-1703-00-1042399-0-E,Gobierno Autonomo Municipal De Ayacucho (Porongo),Servicios Generales,CM,Alquiler De Tractor Oruga Para Ensanchamiento De Camino Al Aserradero Zona Terebinto,Contratado,,,2020-06-01,['Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Jacquelin Cecilia Vaca Ribera (Telf: 3841001 - 3841006),2020-05-15,Santa Cruz,NB-SABS (D.S.0181)
