CUCE,Entidad,Tipo de Contratación,Modalidad,Objeto de Contratación,Estado,Subasta,Fecha Presentación,Fecha Publicación,Archivos,Formularios,Persona contacto,Fecha Adjudicación / Desierta,Departamento,Normativa
20-0578-00-1031927-0-E,Empresa Publica Nacional Estrategica Boliviana De Aviacion - Bo A,Servicios Generales,CD,(Rep 3538 ) Contratacion De Servicio De Reparacion De Repuestos Lote 61,Contratado,,,2020-03-02,['Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Angela Andrea Mendez Rojas (Telf: 4150000),2020-02-26,Cochabamba,NB-SABS (D.S.0181)
20-1301-00-1031855-1-1,Gobierno Autonomo Municipal De Cochabamba,Obras,ANPE,Const. Cunetas En Vias Manz. 340-335 Otb Jacaranda 27 Octubre D15,Contratado,,2020-03-06,2020-03-02,['Documento Base de ContratacionPlanosEspecificaciones TecnicasConvocatoriaRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionContrato/Orden de Compra/Orden de Servicio'],"['FORM 100', 'FORM 170', 'FORM 200']",Maria Luz Garcia  (Telf: 4258103- 4425810-4258030),2020-03-12,Cochabamba,NB-SABS (D.S.0181)
20-0578-00-1031917-0-E,Empresa Publica Nacional Estrategica Boliviana De Aviacion - Bo A,Servicios Generales,CD,(Rep 3410) Contratacion De Servicio De Reparacion De Repuestos Lote 53,Contratado,,,2020-03-02,['Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Angela Andrea Mendez Rojas (Telf: 4150000),2020-02-26,Cochabamba,NB-SABS (D.S.0181)
20-1301-00-1031853-1-1,Gobierno Autonomo Municipal De Cochabamba,Obras,ANPE,Const. Empedrado Varias Vias Otbs Flor Pradera-Los Olivos- L.M. Pedregal Sub Dist. 35 Manc. Cobol D9,Contratado,,2020-03-06,2020-03-02,['Documento Base de ContratacionConvocatoriaPlanosEspecificaciones TecnicasRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionContrato/Orden de Compra/Orden de Servicio'],"['FORM 100', 'FORM 170', 'FORM 200']",Maria Luz Garcia  (Telf: 4258103- 4425810-4258030),2020-03-12,Cochabamba,NB-SABS (D.S.0181)
18-0423-00-1031881-0-E,Caja De Salud De Caminos Y Ramas Anexas,Bienes,CM,Compra De Equipos De Oficina Y Muebles E Instrumental Medico Menor Equipamiento Campamentos - Regional Riberalta,Contratado,,,2020-03-02,['Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Jose Luis Villarroel Gil (Telf: 2916539),2018-11-27,La Paz,NB-SABS (D.S.0181)
20-1302-00-1031931-0-E,Gobierno Autonomo Municipal De Quillacollo,Consultoria,CM,Consultor De Linea (Tecnico Ii - Psicologo) Para La Jefatura De Adulto Mayor Para El D-8 Gestion 2020,Contratado,,,2020-03-02,['Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Luis Gonzalo Iriarte Aranibar (Telf: 4260095),2020-02-05,Cochabamba,NB-SABS (D.S.0181)
20-0514-00-1031875-0-E,Empresa Nacional De Electricidad - Ende,Bienes,CD,Adquisicion De Impresora Multifuncional Para La Gose - Gestion 2020,Contratado,,,2020-03-02,['Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Ronald Ricardo Coronel Torrico (Telf: 4520317-2312865),2020-02-20,Cochabamba,NB-SABS (D.S.0181)
20-0417-01-1032044-0-E,Caja Nacional De Salud (Regional Tarija),Bienes,CM,Adquisicion De 2 Items Metildopa (Alfametildopa) 500mg. Y Nimodipina 30mg.,Contratado,,,2020-03-02,['Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Julio Cesar Cruz Estrada (Telf: 6642940),2020-02-20,Tarija,NB-SABS (D.S.0181)
20-1302-00-1031728-0-E,Gobierno Autonomo Municipal De Quillacollo,Consultoria,CM,Consultor De Linea (Profesional V - Abogado Ii - Contratos) Para La Direccion Juridica,Contratado,,,2020-03-02,['Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)'],['FORM 400'],Luis Gonzalo Iriarte Aranibar (Telf: 4260095),2020-01-30,Cochabamba,NB-SABS (D.S.0181)
20-0903-00-1031885-0-E,Gobierno Autónomo Departamental De Cochabamba,Servicios Generales,CD,"Servicio De Publicidad Institucional Para La Gobernacion De Cochabamba, Para La Difusion Del Microinformativo Institucional Televisivo I",Contratado,,,2020-03-02,['InformeContrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Claudia Vanesa Moreira Berazain (Telf: 4519121-4255253),2020-01-30,Cochabamba,NB-SABS (D.S.0181)
19-0903-00-1018837-0-E,Gobierno Autónomo Departamental De Cochabamba,Bienes,CD,Contratación Recurrente Provisión De Combustible Gasolina Especial Y Diésel Oíl Para El Servicio Departamental De Cuencas Gestión 2020,Contratado,,,2020-03-02,['Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioSolicitud de Rectificacion'],"['FORM Formulario 400 (Erroneo)', 'FORM 400']",Ronel Fernando Miranda Bustillos (Telf: 4519121-4255253),2019-12-24,Cochabamba,NB-SABS (D.S.0181)
20-1604-00-1031868-0-E,Gobierno Autonomo Municipal De Yacuiba,Servicios Generales,CM,Servicio De Mantenimiento De Los Equipos Verticales( Escaleras Mecanicas-Ascensores) De Los Mercados Central Y Lourdes,Contratado,,,2020-03-02,['Contrato/Orden de Compra/Orden de ServicioInformeRes. de Adjudicacion (nota)'],['FORM 400'],Oscar Guido Quisbert  (Telf: 6822021 / 6822206),2020-01-30,Tarija,NB-SABS (D.S.0181)
18-0423-00-1031872-0-E,Caja De Salud De Caminos Y Ramas Anexas,Consultoria,CM,Contratacion De Un Consultor De Linea Como Enfermera Emergencias (1) 2do Semestre - Regional Riberalta,Contratado,,,2020-03-02,['Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Jose Luis Villarroel Gil (Telf: 2916539),2018-06-29,La Paz,NB-SABS (D.S.0181)
20-1302-00-1031873-0-E,Gobierno Autonomo Municipal De Quillacollo,Consultoria,CM,Consultor De Linea (Apoyo Administrativo Ii - Apoyo A Contrataciones Publicador I) Para La Jefatura De Contrataciones Y Adquisiciones,Contratado,,,2020-03-02,['Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Luis Gonzalo Iriarte Aranibar (Telf: 4260095),2020-01-29,Cochabamba,NB-SABS (D.S.0181)
19-1328-00-1031461-0-E,Gobierno Autonomo Municipal De Santivanez,Consultoria,CM,Encargado De Limpieza Parques Y Jardines,Contratado,,,2020-03-02,['Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)'],['FORM 400'],Jhamyl Mamani Condori (Telf: 4780071),2020-01-02,Cochabamba,NB-SABS (D.S.0181)
20-1501-00-1031730-0-E,Gobierno Autonomo Municipal De Potosi,Bienes,CM,Adquisicion De Toners Y Cartuchos Para La Direccion De Catastro Y Desarrollo Urbano De La Secretaria De Ordenamiento Territorial Urbano,Contratado,,,2020-03-02,['Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Juan Carlos Flores Pastor (Telf: 6223140),2020-02-14,Potosi,NB-SABS (D.S.0181)
20-0951-00-1031475-0-E,Banco Central De Bolivia - Bcb,Servicios Generales,CD,Servicio De Publicacion De Informacion Institucional - Publicacion De Informacion Institucional Del Bcb,Contratado,,,2020-03-02,['Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)'],['FORM 400'],Claudia Rogelia Chura Cruz (Telf: 2409090),2020-01-27,La Paz,NB-SABS (D.S.0181)
20-1302-00-1031874-0-E,Gobierno Autonomo Municipal De Quillacollo,Bienes,CM,Requerimiento De La Señaletica Y Paneles Para El Nuevo Centro De Salud Integral El Paso,Contratado,,,2020-03-02,['Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)'],['FORM 400'],Claudia Samira Ortega Flores (Telf: 4260095),2020-02-19,Cochabamba,NB-SABS (D.S.0181)
