CUCE,Entidad,Tipo de Contratación,Modalidad,Objeto de Contratación,Estado,Subasta,Fecha Presentación,Fecha Publicación,Archivos,Formularios,Persona contacto,Fecha Adjudicación / Desierta,Departamento,Normativa
20-0283-14-1046916-1-1,Aduana Nacional Regional Oruro,Bienes,ANPE,Adquisición De Impresoras Multifunción Para Pias De La Unidad De Coordinación Operativa E Investigación,Anulado desde la convocatoria,,2020-07-09,2020-07-01,['Documento Base de ContratacionConvocatoriaResolucion/Documento de Anulacion'],"['FORM 100', 'FORM 100-E']",Silvia Berrios Ventura (Telf: 5274822 - 5274822),,Oruro,NB-SABS (D.S.0181)
20-1301-00-1047295-0-E,Gobierno Autonomo Municipal De Cochabamba,Bienes,CM,Adquisicion De Disco Duro Y Fuente De Poder Para El Dpto. De Soporte Y Laboratorio Tecnico,Contratado,,,2020-07-01,['Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Mauricio Siñani  (Telf: 4258103- 4425810-4258030),2020-05-18,Cochabamba,NB-SABS (D.S.0181)
20-0224-00-1047386-0-E,Insumos Bolivia,Bienes,OF,Compra De Envases De Lata Para Piña-Pppyp Ivirgarzama - 4ta Compra En Cuarentena,Contratado,,,2020-07-01,['Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Andrea Jessica Claros Chavez (Telf: 2-408191),2020-06-23,La Paz,Otra Normativa especifica
20-1201-00-1046445-0-E,Gobierno Autonomo Municipal De La Paz,Servicios Generales,CD,"Alquiler De Oficinas Para Las Direcciones Distritales De Educacion La Paz I, Ii Y Iii - Gestion 2020",Contratado,,,2020-07-01,['Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)'],['FORM 400'],Jhaneth Bejar Larrea (Telf: 2203034),2020-03-16,La Paz,NB-SABS (D.S.0181)
20-0291-00-1047391-0-E,Administradora Boliviana De Carreteras (Abc),Consultoria,CM,Consultor Individual De Linea Apoyo Administrativo De La Unidad De Planificacion Y Calidad,Contratado,,,2020-07-01,['Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)'],['FORM 400'],Juan Luis Machicado Gutierrez (Telf: 2159800),2020-06-01,La Paz,NB-SABS (D.S.0181)
20-0585-00-1047392-0-E,Agencia Boliviana Espacial,Bienes,OF,Adquisición De Equipo De Computación Para La Abe,Contratado,,,2020-07-01,['Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Fanny Gaila Diaz Cespedes (Telf: 591-2-2141110),2020-05-26,La Paz,Otra Normativa especifica
20-1301-00-1047394-0-E,Gobierno Autonomo Municipal De Cochabamba,Bienes,CM,Adquisicion De Equipos De Computacion Tipo C Para El Depto. De Soporte Y Laboratorio Tecnico,Contratado,,,2020-07-01,['Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva'],"['FORM 400', 'FORM 500']",Mauricio Siñani  (Telf: 4258103- 4425810-4258030),2020-05-18,Cochabamba,NB-SABS (D.S.0181)
20-1317-00-1047384-0-E,Gobierno Autonomo Municipal De San Benito (Villa Jose Quintin Mendoza),Consultoria,CM,Tecnico De Deportes Cultura Y Turismo,Contratado,,,2020-07-01,['Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio'],['FORM 400'],Daneyda Garcia Maida (Telf: 4579146),2020-01-13,Cochabamba,NB-SABS (D.S.0181)
20-0417-04-1047390-0-E,Caja Nacional De Salud Regional Cochabamba,Bienes,CD,Compra Barbijos Descartables Para Supervision Regional De Enfermeria Gestion 2020,Contratado,,,2020-07-01,['Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio'],['FORM 400'],Boris Javier Alarcon Hinojosa (Telf: 4234378),2020-04-15,Cochabamba,NB-SABS (D.S.0181)
20-0291-00-1047397-0-E,Administradora Boliviana De Carreteras (Abc),Servicios Generales,CM,Apoyo Administrativo Contabilidad I,Contratado,,,2020-07-01,['Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio'],['FORM 400'],Juan Luis Machicado Gutierrez (Telf: 2159800),2020-06-03,La Paz,NB-SABS (D.S.0181)
