CUCE,Entidad,Tipo de Contratación,Modalidad,Objeto de Contratación,Estado,Subasta,Fecha Presentación,Fecha Publicación,Archivos,Formularios,Persona contacto,Fecha Adjudicación / Desierta,Departamento,Normativa
20-0287-06-1052834-1-1,Fondo Nacional De Inversion Productiva Y Social  -  Santa Cruz,Obras,LP,"Programa Intensivo De Empleo (Santa Cruz) Mej. Vial Barrio El Triunfo,. (Santa Cruz De La Sierra)",Anulado desde la convocatoria,False,2020-08-26,2020-08-01,"['Planos', 'Planos', 'Planos', 'Planos', 'Documento Base de Contratacion', 'Formularios de presentacion', 'Planos', 'Planos']","['FORM 100', 'FORM 100-E']",Karina Pamela Aramayo Ruiz (Telf: 3355095),,Santa Cruz,NB-SABS (D.S.0181)
20-0287-06-1052828-1-1,Fondo Nacional De Inversion Productiva Y Social  -  Santa Cruz,Obras,LP,"Programa Intensivo De Empleo (Santa Cruz) Const. Enlosetado Loc. Limoncito, Jorochito, Tiquipaya, Taruma, San Luis Y Angostura,. (El Torno)",Contratado,False,2020-08-25,2020-08-01,"['Planos', 'Documento Base de Contratacion', 'Planos', 'Planos', 'Planos', 'Planos', 'Planos', 'Planos']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 500']",Karina Pamela Aramayo Ruiz (Telf: 3355095),,Santa Cruz,NB-SABS (D.S.0181)
20-0291-05-1052819-1-1,Administradora Boliviana De Carreteras - Regional Chuquisaca,Consultoria,ANPE,Ingeniero Civil Iii,Anulado desde la convocatoria,False,2020-08-11,2020-08-01,"['Documento Base de Contratacion', 'Convocatoria', 'Resolucion/Documento de Anulacion']","['FORM 100', 'FORM 100-E']",Jeanneth Soledad Morales Miranda (Telf: 6437942),,Chuquisaca,NB-SABS (D.S.0181)
20-0291-05-1052818-1-1,Administradora Boliviana De Carreteras - Regional Chuquisaca,Consultoria,ANPE,"Ingeniero Responsable De Tramo Iii,  (Irt Iii)",Anulado desde la convocatoria,False,2020-08-10,2020-08-01,"['Documento Base de Contratacion', 'Convocatoria', 'Resolucion/Documento de Anulacion']","['FORM 100', 'FORM 100-E']",Jeanneth Soledad Morales Miranda (Telf: 6437942),,Chuquisaca,NB-SABS (D.S.0181)
20-1317-00-1052210-1-1,Gobierno Autonomo Municipal De San Benito (Villa Jose Quintin Mendoza),Bienes,ANPP,Compra De Medicamentos E Insumos Para Prestaciones De Servicios Del (Sus) Para  Municipio De San Benito  (Productos Químicos Y Farmacéuticos),Contratado,False,2020-08-14,2020-08-01,"['Convocatoria', 'Documento Base de Contratacion', 'Res. de Adjudicacion (nota)', 'Informe de la Comision/Responsable de Evaluacion', 'Contrato/Orden de Compra/Orden de Servicio', 'Contrato/Orden de Compra/Orden de Servicio', 'Contrato/Orden de Compra/Orden de Servicio', 'Contrato/Orden de Compra/Orden de Servicio']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 500']",Nelson Vidal Ponce (Telf: 4579146),,Cochabamba,NB-SABS (D.S.0181)
20-0287-06-1052835-1-1,Fondo Nacional De Inversion Productiva Y Social  -  Santa Cruz,Obras,LP,"Programa Intensivo De Empleo (Santa Cruz) Mej. Vial Av. Roberto Fernandez ? Ba. Fabril ? Ba. Constructor U.V.95,. (Santa Cruz De La Sierra)",Contratado,False,2020-08-26,2020-08-02,"['Planos', 'Planos', 'Planos', 'Planos', 'Planos', 'Planos', 'Planos', 'Planos']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 500']",Karina Pamela Aramayo Ruiz (Telf: 3355095),,Santa Cruz,NB-SABS (D.S.0181)
20-0287-06-1052836-1-1,Fondo Nacional De Inversion Productiva Y Social  -  Santa Cruz,Obras,LP,"Programa Intensivo De Empleo (Santa Cruz) Mej. Vial Avenida Cruz Del Sur Tramo 7mo Y 8vo,. (Santa Cruz De La Sierra)",Anulado desde la convocatoria,False,2020-08-27,2020-08-02,"['Documento Base de Contratacion', 'Convocatoria', 'Formularios de presentacion', 'Planos', 'Planos', 'Planos', 'Planos', 'Planos']","['FORM 100', 'FORM 100-E']",Karina Pamela Aramayo Ruiz (Telf: 3355095),,Santa Cruz,NB-SABS (D.S.0181)
20-1249-00-1052378-1-1,Gobierno Autonomo Municipal De Apolo,Bienes,ANPP,Adquisición De Equipos E Insumos Para El Proyecto 'Mejoramiento De La Producción De Maíz Para Comunidades De Municipio De Apolo',Desierto,False,2020-08-14,2020-08-02,"['Convocatoria', 'Documento Base de Contratacion', 'Res. de Desierta (nota)', 'Informe de la Comision/Responsable de Evaluacion']","['FORM 100', 'FORM 170']",Freddy Danny Mamani Colquehuanca (Telf: 71229081),,La Paz,NB-SABS (D.S.0181)
20-1249-00-1052861-1-1,Gobierno Autonomo Municipal De Apolo,Obras,ANPP,Const. Centro Cultural Pasine - Leco,Desierto,False,2020-08-14,2020-08-02,"['Especificaciones Tecnicas', 'Planos', 'Planos', 'Planos', 'Planos', 'Planos', 'Planos', 'Convocatoria']","['FORM 100', 'FORM 170']",Freddy Danny Mamani Colquehuanca (Telf: 71229081),,La Paz,NB-SABS (D.S.0181)
20-0417-09-1052866-1-1,Caja Nacional De Salud - Regional La Paz,Bienes,ANPE,3 Items. Placas Radiograficas Digitales. 20 Cja. Placas Radiograficas Digitales De 20x25 Cm.; 20 Cja. Placas Digitales De 28x35 Cm.; 6 Cja. Placas Digitales De 35x43 Cm.,Contratado,False,2020-08-10,2020-08-02,"['Convocatoria', 'Documento Base de Contratacion', 'Informe de la Comision/Responsable de Evaluacion', 'Res. de Adjudicacion (nota)', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 500']",Jose Luis Peralta Rocha (Telf: 2-901777),,La Paz,NB-SABS (D.S.0181)
20-1413-00-1052853-1-1,Gobierno Autonomo Municipal De San Pedro De Totora,Servicios Generales,ANPE,Mantenimiento Y Reparación Móvil Odontologico,Desierto,False,2020-08-10,2020-08-02,"['Documento Base de Contratacion', 'Convocatoria', 'Informe de la Comision/Responsable de Evaluacion', 'Res. de Desierta (nota)']","['FORM 100', 'FORM 170']",Bruno Eduardo Guzman Gallardo (Telf: 71840082-71843458),,Oruro,NB-SABS (D.S.0181)
20-0046-26-1053011-1-1,Instituto Nacional De Laboratorios De Salud Inlasa,Bienes,ANPP,Adquisicion De Equipo Termociclador Pcr Rt Para Los Laboratorios De Salud Ambiental Y Genetica Molecular Del  Inlasa,Anulado desde la convocatoria,False,2020-08-14,2020-08-03,"['Convocatoria', 'Documento Base de Contratacion', 'Resolucion/Documento de Anulacion']","['FORM 100', 'FORM 100-E']",Alfredo Victor  Paye  Ichuta (Telf: 2226048),,La Paz,NB-SABS (D.S.0181)
20-0046-30-1053022-1-1,Caja De Salud Cordes Sucre,Bienes,ANPE,Adquisicion De Respirador De Transporte,Contratado,False,2020-08-10,2020-08-03,"['Convocatoria', 'Documento Base de Contratacion', 'Res. de Adjudicacion (nota)', 'Informe de la Comision/Responsable de Evaluacion', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 500']",Susi Davida Navia Quispe (Telf: 6460539),,Chuquisaca,NB-SABS (D.S.0181)
20-1820-00-978392-3-1,Gobierno Autonomo Municipal De Exaltacion,Consultoria,ANPE,Servicios  De Dos Consultores  Por Producto  (Cargos:  Un Supervisor  Y Un Fiscal  Para La Ejecución Del Proyecto: Mejoramiento De La Ganadería Bovina De Carne Y Leche En La Comunidad San Juan Del Jordán Del Municipio De Exaltación?Beni ),No Informado,False,2020-08-10,2020-08-03,"['Convocatoria', 'Documento Base de Contratacion']",['FORM 100'],Mabel Atoyay Rivero (Telf: 67668003 - 71122122),,Beni,NB-SABS (D.S.0181)
