CUCE,Entidad,Tipo de Contratación,Modalidad,Objeto de Contratación,Estado,Subasta,Fecha Presentación,Fecha Publicación,Archivos,Formularios,Persona contacto,Fecha Adjudicación / Desierta,Departamento,Normativa
21-1265-00-1166450-1-1,Gobierno Autonomo Municipal De Coroico,Bienes,CM,Construccion Muro De Contencion De Hormigon Y Mejoramiento Del Drenaje Pluvial U.E. Cruz Loma (Adquisicion De Materiales),Contratado,False,2021-10-06,2021-10-01,"['Declaración Jurada del Proveedor', 'Oferta del Proveedor Identificado', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 110', 'FORM 220', 'FORM 500']",Ronny Emilio Zegarra Piloy (Telf: 22136228),,La Paz,NB-SABS (D.S.0181)
21-0417-06-1128285-1-2,Caja Nacional De Salud (Regional Chuquisaca),Bienes,CM,Adquisicion De Bolsas Mortuoria Para El Centro Centinela Covid - 19,En curso,False,2021-10-06,2021-10-01,"['Oferta del Proveedor Identificado', 'Declaración Jurada del Proveedor']",['FORM 110'],Marvelia Canaviri Martinez (Telf: 6461501),,Chuquisaca,NB-SABS (D.S.0181)
21-0418-07-1166297-1-1,Caja Petrolera De Salud Administracion Departamental Santa Cruz,Bienes,ANPE,Adquisición De Material Quirúrgico Prótesis Ortesis Para Miembro Inferior Derecho Para Pcte. Oscar Einar Angelo Aguilera. Unidad Traumatologia Hscz,Contratado,False,2021-10-07,2021-10-01,"['Convocatoria', 'Documento Base de Contratacion', 'Res. de Adjudicacion (nota)', 'Informe de la Comision/Responsable de Evaluacion', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 500']",Lily Adriana Vargas Alvis (Telf: 3339111),,Santa Cruz,NB-SABS (D.S.0181)
21-0907-08-1166221-1-1,Servicio Departamental De Caminos Santa Cruz,Bienes,CM,"Muela Movil Y Muela Fija, Para La Unidad Ch-65 Barber Greennd 20*36'",Contratado,False,2021-10-06,2021-10-01,"['Oferta del Proveedor Identificado', 'Declaración Jurada del Proveedor', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 110', 'FORM 220', 'FORM 500']",Rosalia Elba Ballon  (Telf: 353-4848),,Santa Cruz,NB-SABS (D.S.0181)
21-0660-14-1166266-1-1,Direccion Administrativa Y Financiera - Organo Judicial - Cochabamba,Bienes,CM,Adquisicion De Repuestos Y Accesorios Para Impresoras Lasser Del T.D.J. Cochabamba,Contratado,False,2021-10-06,2021-10-01,"['Declaración Jurada del Proveedor', 'Oferta del Proveedor Identificado', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 110', 'FORM 220', 'FORM 500']",Carola Vargas Claros (Telf: 4503888),,Cochabamba,NB-SABS (D.S.0181)
21-0086-11-1166291-1-1,Unidad Coordinadora Y Ejecutora De Programas Y Proyectos Del Ministerio De Medio Ambiente Y Agua  Ucep-Mmaya,Consultoria,ANPP,Paquete N° 12 - Programa Miagua Iv Elaboración De Estudios De Diseño Técnico De Preinversión De Los Proyectos: ?Ampliacion Y Mejoramiento Del Sistema De Agua Potable Centro Poblado De Yamparaez (Yamparaez)?,Desierto,False,2021-10-13,2021-10-01,"['Documento Base de Contratacion', 'Convocatoria', 'Res. de Desierta (nota)', 'Informe de la Comision/Responsable de Evaluacion']","['FORM 100', 'FORM 170']",Gary Mauricio Rivas Sevilla (Telf: 2149951 - 2149961),,La Paz,NB-SABS (D.S.0181)
21-1401-00-1155899-2-1,Gobierno Autonomo Municipal De Oruro,Bienes,LP,Adquisicion De Cemento Asfaltico 85/100 Y Asfalto Diluido Mc30,Contratado,False,2021-10-25,2021-10-01,"['Documento Base de Contratacion', 'Convocatoria', 'Resolucion de aprobacion del DBC', 'Res. de Adjudicacion (nota)', 'Informe de la Comision/Responsable de Evaluacion', 'Res. de Adjudicacion (nota)', 'Resolución/Nota/Documento que autorice la Ampliacion', 'Contrato/Orden de Compra/Orden de Servicio']","['FORM 100', 'FORM 120', 'FORM 170', 'FORM 100-E', 'FORM 200', 'FORM 500']",Willy Alfredo Flores Davalos (Telf: 25251624),,Oruro,NB-SABS (D.S.0181)
21-0047-15-1162703-1-1,Servicio Nacional De Sanidad Agropecuaria E Inocuidad Alimentaria Senasag,Bienes,CM,Adquisicion De Medios De Cultivos Petrifilm Para La Sala De Microbiologia De Alimentos De Laboratorio Unalab Santa Cruz,Contratado,False,2021-10-06,2021-10-01,"['Declaración Jurada del Proveedor', 'Oferta del Proveedor Identificado', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 110', 'FORM 220', 'FORM 500']",Jackeline Fernandez Lino (Telf: 3-46281085),,Beni,NB-SABS (D.S.0181)
21-0781-00-1166288-1-1,Servicio Municipal De Agua Potable Y Alcantarillado - Semapa,Bienes,ANPP,Adquisicion De Equipos De Computacion Y Plotter Gestion 2021,Contratado,True,2021-10-13,2021-10-01,"['Documento Base de Contratacion', 'Convocatoria', 'Acta de Apertura', 'Resolucion/Documento de Anulacion', 'Res. de Adjudicacion (nota)', 'Informe de la Comision/Responsable de Evaluacion', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 100', 'FORM 100-E', 'FORM 170', 'FORM 200', 'FORM 500']",George E. Zubieta Choque (Telf: 4292857 int.420),,Cochabamba,NB-SABS (D.S.0181)
21-1101-00-1166292-1-1,Gobierno Autonomo Municipal De Sucre,Obras,ANPP,Construccion Pavimento Rigido J.V. 23 De Julio,Contratado,False,2021-10-13,2021-10-01,"['Documento Base de Contratacion', 'Convocatoria', 'Especificaciones Tecnicas', 'Res. de Adjudicacion (nota)', 'Informe de la Comision/Responsable de Evaluacion', 'Contrato/Orden de Compra/Orden de Servicio', 'Contrato modificatorio/Orden de cambio/Otro que respalde modificación de fecha', 'Sustento Técnico']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 250']",Julio Oscar Lascano Cueto (Telf: 6451008 - 6434770),,Chuquisaca,NB-SABS (D.S.0181)
