CUCE,Entidad,Tipo de Contratación,Modalidad,Objeto de Contratación,Estado,Subasta,Fecha Presentación,Fecha Publicación,Archivos,Formularios,Persona contacto,Fecha Adjudicación / Desierta,Departamento,Normativa
20-1412-00-1090886-1-1,Gobierno Autonomo Municipal De Santiago De Huari,Obras,CM,Fortalecimiento Municipal 'Mantenimiento De Los Ambientes De La Alcaldia Bloque Antiguo Del G.A.M. Santiago De Huari',Contratado,False,2020-12-03,2020-12-01,"['Oferta del Proveedor Preseleccionado', 'Aceptación de publicación de oferta', 'Contrato/Orden de Compra/Orden de Servicio', 'Autorizacion de Excepcion', 'Autorizacion de Excepcion']","['FORM 110', 'FORM 220', 'FORM 900']",Helver Villca Lucana (Telf: 67247734),,Oruro,NB-SABS (D.S.0181)
20-0901-00-1090587-1-1,Gobierno Autonomo Departamental De Chuquisaca,Bienes,CM,"Adquisicion De Baston Lector De Aretes Electronicos, Aplicador De Aretes Electronicos Y Aretes Electronicos Para Implementacion De Trazabilidad En Bovinos En El Centro Experimental El Salvador",Contratado,False,2020-12-04,2020-12-01,"['Oferta del Proveedor Preseleccionado', 'Aceptación de publicación de oferta', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 110', 'FORM 220', 'FORM 500']",Jorge  Luis Bayo Parina (Telf: (591-4) 64-39675 ),,Chuquisaca,NB-SABS (D.S.0181)
20-1235-00-1090631-1-1,Gobierno Autonomo Municipal De Chuma,Bienes,CM,Construccion Sistema De Agua Potable Patascachi,No Informado,False,2020-12-03,2020-12-01,"['Oferta del Proveedor Preseleccionado', 'Aceptación de publicación de oferta']",['FORM 110'],Eduardo Mejia Espinoza (Telf: 71577067-71299715),,La Paz,NB-SABS (D.S.0181)
20-0417-09-1090641-1-1,Caja Nacional De Salud - Regional La Paz,Bienes,ANPP,1 Equ. Sistemas De Seguridad Y Monitoreo Cimfa 9 De Abril,Contratado,False,2020-12-11,2020-12-01,"['Convocatoria', 'Documento Base de Contratacion', 'Resolucion/Documento de Anulacion', 'Res. de Adjudicacion (nota)', 'Informe de la Comision/Responsable de Evaluacion', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 100', 'FORM 100-E', 'FORM 170', 'FORM 200', 'FORM 500']",Brayan Luis Cabrera Vera (Telf: 2-901777),,La Paz,NB-SABS (D.S.0181)
20-1205-00-1090637-1-1,Gobierno Autonomo Municipal De El Alto,Bienes,EM,"Prevencion Control Y Atencion Del Coronavirus, Localizacion: Distrital, Distrito: Distrital (Adquisicion De Microscopios Para Laboratorio Clinico De Centros De Salud Primer Nivel)",Contratado,False,2020-12-03,2020-12-01,"['Oferta del Proveedor Preseleccionado', 'Aceptación de publicación de oferta', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva', 'Solicitud de Rectificacion']","['FORM 110', 'FORM 220', 'Formulario 500 (Erroneo)', 'FORM 500']",Lidia Titto Condori (Telf: 2829272 - 2829414),,La Paz,NB-SABS (D.S.0181)
20-0086-10-1090415-1-1,Ucep Mi Riego,Consultoria,OF,Curso En Preparación Y Evaluación De Proyectos De Riego,Anulado desde la convocatoria,False,2020-12-18,2020-12-01,"['Convocatoria', 'Documento Base de Contratacion', 'Resolucion/Documento de Anulacion']","['FORM 100', 'FORM 100-E']",Maria Calcinas Quispe (Telf: 2145792),,La Paz,Normativa del Financiador (BID)
20-0141-00-1090600-1-1,Universidad Mayor De San Simon Umss,Bienes,ANPE,Adquisicion De Un Autoclaave De Mesa Para La Sala De Esterilizacion De La Facultad De Odontologia.,Contratado,False,2020-12-07,2020-12-01,"['Convocatoria', 'Documento Base de Contratacion', 'Informe de la Comision/Responsable de Evaluacion', 'Res. de Adjudicacion (nota)', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 100', 'FORM 170', 'FORM 200', 'FORM 500']",Juana Nancy Eulate Soliz (Telf: 4524773),,Cochabamba,NB-SABS (D.S.0181)
20-1255-00-1090622-1-1,Gobierno Autonomo Municipal De Cairoma,Bienes,CM,Cont. Sist. De Riego Por Aspersión Saya (Adquisición De Politubos Hdpe De Pulgadas - B).,No Informado,False,2020-12-03,2020-12-01,"['Aceptación de publicación de oferta', 'Oferta del Proveedor Preseleccionado']",['FORM 110'],Ruben Guarachi Asistiri (Telf: ),,La Paz,NB-SABS (D.S.0181)
20-0206-00-1090432-1-1,Instituto Nacional De Estadistica - Ine,Bienes,CM,Adquisición De Llantas Para Camionetas Del Instituto Nacional De Estadistica Central,Contratado,False,2020-12-03,2020-12-01,"['Oferta del Proveedor Preseleccionado', 'Aceptación de publicación de oferta', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 110', 'FORM 220', 'FORM 500']",Paola Adriana Aramayo Torrez (Telf: 2222333),,La Paz,NB-SABS (D.S.0181)
20-1301-00-1090634-1-1,Gobierno Autonomo Municipal De Cochabamba,Bienes,CM,Compra De Trofeos Tercer Lugar,Contratado,False,2020-12-03,2020-12-01,"['Aceptación de publicación de oferta', 'Oferta del Proveedor Preseleccionado', 'Contrato/Orden de Compra/Orden de Servicio', 'Acta o informe de recepcion definitiva']","['FORM 110', 'FORM 220', 'FORM 500']",Kelly Pamela Torrez Ortiz Teran (Telf: 4258103- 4425810-4258030),,Cochabamba,NB-SABS (D.S.0181)
